Technique,Variable,Training_Test,Precision,Recall,F1,Accuracy,Time_t,Time_d
LOF,20/0.2,60/40,0.5045539973977158,0.6064291920069504,0.550820707070707,0.9011015741738194,00:00:00,00:00:00.260805
Autoencoder,1,60/40,0.9965355967434609,0.9996524761077324,0.9980916030534351,0.9996177502866873,00:00:23.608183,00:00:03.526534
Percentile,90/10,60/40,0.9927325581395349,0.9494352736750652,0.9706012967403854,0.9942488793133405,00:00:00,00:00:01.389095
HBOS,3,60/40,0.8972232934824528,0.8085143353605561,0.8505621058404168,0.9715918963060778,00:00:00.044892,00:00:02.481927
LOF,20/0.2,60/40,0.4946220716074849,0.5833188531711555,0.5353213203635784,0.898738575946068,00:00:00,00:00:00.140726
Autoencoder,1,60/40,0.9963636363636363,0.9998262380538662,0.9980919340849956,0.9996177502866873,00:00:23.608183,00:00:03.024263
Percentile,90/10,60/40,0.9967231021299836,0.9513466550825369,0.97350640113798,0.9948222538833096,00:00:00,00:00:01.356843
HBOS,3,60/40,0.8979591836734694,0.8027801911381407,0.8477064220183486,0.9711575216318588,00:00:00.044892,00:00:02.571118
LOF,20/0.2,60/40,0.4943358821863495,0.6066029539530843,0.5447452602012951,0.8986169510372867,00:00:00,00:00:00.282592
Autoencoder,1,60/40,0.9967076763125975,0.9994787141615986,0.9980912719069929,0.9996177502866873,00:00:23.608183,00:00:03.102289
